Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
S.K Chicken Mutton And Fish Shop,"SHOP NO-1,PLOT NO-306,SAI SAMRUDDHI,SECTOR-17,NEAR STADIUM,ULWE, Sector 17, PANVEL, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7718988575,5,18,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.9599708,73.0224849,localisy016254,ChIJV9DPUOHd5zsRwKZRf-VbuYQ,photos\localisy10221_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Samir chicken shop,"no 93, Malvan Tadka Rd, Sector 19, Ulwe, Wahal, Navi Mumbai, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.9,11,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.9730634,73.02998749999999,localisy016255,ChIJh3AGZADD5zsRePKu3F1vVX8,photos\localisy03861_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
CHICKEN DELIGHT SHOP,"Shop No.4, Reddy's Altura, PLOT NO.- 39, Sector 20, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8591939363,4.5,8,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.978606199999998,73.02876789999999,localisy016256,ChIJf5ISNQrD5zsRJwAEwezdvhE,photos\localisy10225_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
The Premium Chicken Store,"Ulwe bhagwati imperia sector 09, plot no 01 shop no 42, Sector 9, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7738360009,4.5,44,"restaurant, food, point_of_interest, establishment",18.972754,73.015074,localisy016257,ChIJsR2X4rfD5zsR_7JRE6LxmBw,photos\localisy03863_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
AL MADINA CHICKEN FACTORY,"Shop No.3, Shree Jay Govind CHS, Plot No.58, Sector 16, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8692019441,5,3,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.9605834,73.02099199999999,localisy016258,ChIJQfmFbw7d5zsR9OA1SLx0cr4,photos\localisy03864_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Maratha Zatka Chicken Center,"Shop No - 03, Ramdev Apartment, Plot No - 24, opposite Pithachi Girani, Sector 18, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9137346420,4.6,35,"restaurant, food, point_of_interest, establishment",18.966447799999997,73.0238542,localisy016259,ChIJuV_8VI_D5zsRBk-3f4Vcbms,photos\localisy03867_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
The Premium Chicken Store,"Shop No. 12, Dream Corner Building, Plot No - 1, Sector 2, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8927181804,,,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.980750699999998,73.02753489999999,localisy016260,ChIJ-VtWnvjD5zsRt0KV_Ar_lDo,,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Jasmine Chicken and Mutton Shop,"Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3,2,"restaurant, food, point_of_interest, establishment",18.9725938,73.0295256,localisy016261,ChIJXQLA6pXD5zsRX7mcU-d5Vl8,photos\localisy03873_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Bharat caterers,"X25J+RQ7, Jawle, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4,6,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.9595259,73.0319167,localisy016262,ChIJsWlfYADd5zsRNnLaefSbtlE,photos\localisy03876_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
K G N Chicken Shop,"Shree Mahadev Residency, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7039994284,4.4,5,"grocery_store, food_store, store, food, point_of_interest, establishment",18.9684843,73.0331612,localisy016263,ChIJdVu4MmHD5zsRo1FPQev3cig,photos\localisy03879_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
WOW CHICKEN SHOP,"Shop no.01, Balaji Corner, Plot No.222, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,,,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",18.9711769,73.030205,localisy016264,ChIJhUvTVQDD5zsRqV_po7LVlnw,,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
AGN CHICKEN SUPPLYER,"Koproli gano, Panvel Matheran Rd, near Royal Palms Residency, new panvel, Koproli, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9920449764,4.9,17,"food_court, chicken_restaurant, butcher_shop, ranch, farm, food_store, store, restaurant, food, point_of_interest, manufacturer, service, establishment",19.0097476,73.15604499999999,localisy016265,ChIJRdm2UT_p5zsRzrXMeqKXhrw,photos\localisy10173_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Jay Malhar mutton shop kamothe,"SHOP NO 10, PLOT NO. 23, SAIDEEP CO-OPERATIVE HOUSING SOCIETY, सेक्टर 14, कामोठे, पनवेल, महाराष्ट्र 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,23,"butcher_shop, food_store, store, food, point_of_interest, manufacturer, service, establishment",19.0182659,73.0925675,localisy016266,ChIJF7l0EwDp5zsROLUN_gllcUw,photos\localisy10182_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Moin Qureshi Chicken And Mutton Shop,"Sector 19 Rd, near Bhakti Heights, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7710991362,4,1,"restaurant, food, point_of_interest, establishment",18.9711027,73.0261277,localisy016267,ChIJB7I8N6DD5zsROpvXJSc1bFU,photos\localisy03894_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
STAR POULTRY PRODUCT,"Shop No 2, ABHIDEEP BUILDING, Uran Rd, near FISH MARKET, NAKA, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9987925786,4.8,4,"butcher_shop, manufacturer, food_store, service, store, point_of_interest, food, establishment",18.9828215,73.107971,localisy016268,ChIJ4Qm_--bp5zsRnqA3DXVNkGQ,photos\localisy10180_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Ayaz Mutton Shop,"1, Old Panvel, Panvel, Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9324366654,4.8,26,"butcher_shop, manufacturer, food_store, service, store, point_of_interest, food, establishment",18.981928999999997,73.118117,localisy016269,ChIJW6AY8W3o5zsR7fR1wwXIBMU,photos\localisy10172_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Zen Poultry & Farming Hvac Equipments,"RUDRAKSHA, Dombala, Karanjade, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9309575344,3.4,7,"ranch, farm, manufacturer, service, point_of_interest, food, establishment",18.9763503,73.1011863,localisy016270,ChIJO2c8fGno5zsRslylojRwNrE,photos\localisy10210_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
RGM CHICKEN MART,"Bus Stop, 2 DP, Panvel, Akurli, Navi Mumbai, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.9,54,"restaurant, point_of_interest, food, establishment",19.0053862,73.146472,localisy016271,ChIJU2_gEU7p5zsRpQmJ_no99oM,photos\localisy10191_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Shreepushp Agro Processors Pvt Ltd,"SHOP NO 4, PLOT NO, 395/B, Sector 3, Belpada, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8433740808,,,"ranch, farm, manufacturer, service, point_of_interest, food, establishment",19.028277499999998,73.0582506,localisy016272,ChIJq_IP49rD5zsRE7adIKg48s8,photos\localisy03905_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
WAIKAR CHICKEN CENTER,"Shop No 10, Sai Arcade, near SPARSH HOSPITAL, Line Ali, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9221020206,4.3,20,"butcher_shop, manufacturer, food_store, service, store, point_of_interest, food, establishment",18.992202,73.114953,localisy016273,ChIJE4Nod2ro5zsRlHi_fCef4cg,photos\localisy10176_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Raja ice and chicken supplier,"X4JF+W6F, Sector 21, New Panvel East, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,5,5,"butcher_shop, manufacturer, food_store, service, store, point_of_interest, food, establishment",18.982311799999998,73.1230571,localisy016274,ChIJl-oXOQDp5zsR4NkWrnWkQ1E,photos\localisy10181_1.jpg,,,,,Food & Restaurants,Meat & Poultry Shops,Ulwe
Naavfresh | Fresh Fish Delivery Navi Mumbai,"Shop no 2, Krishna Arcade CHS, Plot no 400, Sec 25A, Ulwe, Wahal, Navi Mumbai, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9137394474,5,17,"market, wholesaler, food, point_of_interest, establishment",18.9712602,73.032567,localisy016275,ChIJQQW60inp5zsRx655bB-jgN4,photos\localisy03918_1.jpg,,,,,Food & Restaurants,Fish Markets,Ulwe
Rambhau Sea Food,"Koliwada, Moha, Ulwe, Targhar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.3,18,"market, food, point_of_interest, establishment",18.9889322,73.0305832,localisy016276,ChIJJUbmBkfD5zsRm-BIE3afkL4,photos\localisy03920_1.jpg,,,,,Food & Restaurants,Fish Markets,Ulwe
CRABS HIGHWAY MARKET केकड़े हाईवे मार्केट,"Khekra Highway Market, Rd, opposite Siddhivinayak Platinum building, Sector 23, Ulwe, Wahal, Navi Mumbai, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.3,3,"market, food, point_of_interest, establishment",18.97639,73.0367392,localisy016277,ChIJmfk9BQDD5zsRHffEUmZcDv0,photos\localisy03927_1.jpg,,,,,Food & Restaurants,Fish Markets,Ulwe
Fish Market,"47, Dr Babasaheb Ambedkar Flyover, Sector 6, New Panvel East, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.8,305,"market, point_of_interest, establishment",19.0062852,73.1117177,localisy016278,ChIJRQJpLEjo5zsRFN2jrxKRfqY,photos\localisy10231_1.jpg,,,,,Food & Restaurants,Fish Markets,Ulwe
OM FISHERIES,"SHOP NO 29, Moreshwar Complex, near Gokul Dairy, Moral Villa Society, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7977174287,4.9,137,"ranch, farm, food, point_of_interest, service, establishment",19.0137266,73.0904599,localisy016279,ChIJmf_rnCTD5zsRANjymHjVIkM,photos\localisy03931_1.jpg,,,,,Food & Restaurants,Fish Markets,Ulwe
Lanke Fishery,"Shop no 2, Maitri Residency, plot no 218, opp. Mathoshree Hospital, Sector 21, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9167958039,4.6,285,"ranch, market, farm, food, point_of_interest, service, establishment",19.0152006,73.0970162,localisy016280,ChIJA6qeMLXp5zsRhOlLnO43CLk,photos\localisy10241_1.jpg,,,,,Food & Restaurants,Fish Markets,Ulwe
Hirkani Dairy Farm,"Shop 31, Plot 166, sector 09, Sm Vision, Sector 9, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7045666676,5,20,"food_delivery, food_store, store, food, point_of_interest, establishment",18.972267,73.0143839,localisy016281,ChIJO7JkJbTD5zsRT98XrmmpK5g,photos\localisy03937_1.jpg,,,,,Food & Restaurants,Dairy & Milk Booths,Ulwe
The NatureRich | Cow milk | Gir Cow milk | | A2 Ghee,"Plot 50, Sector 18, Ulwe, Kharkopar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9040027111,5,12,"ranch, farm, point_of_interest, service, establishment",18.9685489,73.021802,localisy016282,ChIJbVSzQ_XD5zsR5YMXAWzNBAk,,,,,,Food & Restaurants,Dairy & Milk Booths,Ulwe
Shree Gokul Dudh Dairy,"Shop No 2,Adinath Sapphire,Plot No 127, Navimumbai, Sector 2, Ulwe, Mumbai, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9892004879,3.9,38,"food_store, store, food, point_of_interest, establishment",18.983872899999998,73.02613509999999,localisy016283,ChIJj12Kfz3D5zsRRKivBb0W30Q,photos\localisy03941_1.jpg,,,,,Food & Restaurants,Dairy & Milk Booths,Ulwe
MAHADEV DAIRY,"Shop no 01, NO 100, CHANDRABHAGA PLOT, Sector 21, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3,2,"food_store, store, food, point_of_interest, establishment",18.980227799999998,73.0328257,localisy016284,ChIJ3Ra8RSbD5zsR66IwNQxDnmU,photos\localisy03942_1.jpg,,,,,Food & Restaurants,Dairy & Milk Booths,Ulwe
Rushank Enterprises,"268, Sector 17, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9552474667,4,5,"supplier, food, point_of_interest, establishment",18.961178999999998,73.0226794,localisy016285,ChIJ06ZZNADD5zsRI5Ma2ki6G-c,photos\localisy03947_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Mauli Krupa mineral water &Cold Drink suppliers@ wholesale Price,"Shop no.6, Krishana Apartment, Plot no.18, Sector 3, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9892425791,2.6,5,"supplier, food, point_of_interest, establishment",18.985371,73.025571,localisy016286,ChIJXz7iNWLD5zsRTKo_WxQXZ8o,photos\localisy03948_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Arya Enterprises & water supplier,"Vitthalwadi, Vitthal mandir, Uran Rd, Chinchpada, panvel, Vadghar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8657216761,5,1,"service, point_of_interest, establishment",18.9848054,73.08799859999999,localisy016287,ChIJqU_Krffp5zsRDO-_poQcOTw,photos\localisy10277_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Riddhi Siddhi Mineral Water,"shop 08, Shivdisha complex, plot 119, Sector 23, Ulwe, Sonkhar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9321793003,,,"manufacturer, point_of_interest, establishment",18.9788405,73.0348222,localisy016288,ChIJT7sFHn7D5zsRHvKpDG7GAcQ,photos\localisy03955_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Surya Enterprise,"Shop. 5, Plot No.208, Sector 3, Ulwe, Navi Mumbai, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,,,"wholesaler, point_of_interest, establishment",18.983331,73.025111,localisy016289,ChIJe4ti5kzD5zsRefWdm7NFdJ0,photos\localisy03958_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Inshaka Global,"Today Garden Vista, Plot No. 3, Sector-10/B, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9653191217,5,18,"supplier, point_of_interest, establishment",18.9705285,73.0122959,localisy016290,ChIJx-z52eHD5zsRv5WC7PjSji0,photos\localisy03960_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Shree Jal Water Supplier,"House No 310, At Kopar, Post Gavhan, near Kharkopar Railway Station, Khar Kopar, Sector 8, Panvel, Navi Mumbai, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7388677500,5,2,"store, point_of_interest, establishment",18.961711299999997,73.0129893,localisy016291,ChIJmzNb2mbD5zsRIw-6o8GOhgE,,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Royal Ro Water Purifier And Snack Corner,"Shop No 4 Plot No 134, Sai Balaji, Sec 24, Ulwe, Mumbai, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9004773364,4.8,12,"general_store, food_store, food, store, point_of_interest, establishment",18.9677367,73.0332782,localisy016292,ChIJa-Vx1WXD5zsRU9AF5sPGbvE,photos\localisy03962_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Eureka Forbes Aquaguard Service and Sales Office Ulwe Navi Mumbai,"X2F9+MM2 Neel's West Wind, Plot no.6, Sector 9, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,5,2,"supplier, point_of_interest, establishment",18.9741963,73.0193723,localisy016293,ChIJxcDaQgDD5zsReDTVUpVK_14,photos\localisy03965_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Deshmukh Enterprises Packaged Drinking water Suppliers,"Gala number 18, Vaishnavi Heights, plot. No 63, Sector 5, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,,,"supplier, food, point_of_interest, establishment",18.9824412,73.0234014,localisy016294,ChIJ3Y4jh-bD5zsR7aXkyLjTRiQ,photos\localisy03966_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Shivansh Enterprises water suppliers kangen water suppliers,"Shop no 4, Nisarga arcade building, Hanuman Mandir Rd, Sector 14, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8080087373,5,1,"supplier, food, point_of_interest, establishment",19.0178178,73.09261459999999,localisy016295,ChIJTzeh1D_p5zsR8qCwVZC1a1c,photos\localisy10272_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
SAKSHAM ENTERPRISES,"Shop No 07, Bhagwati heights, Plot No 110, Sector 20, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8976418351,,,"wholesaler, point_of_interest, establishment",18.9788437,73.0298048,localisy016296,ChIJRWpWCNvD5zsRNCgQlRfSyTQ,photos\localisy03972_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Aquafix solution,"shop Num 2, Sector 19, Ulwe, Thana, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7900159032,5,3,"point_of_interest, establishment",18.9729995,73.0304325,localisy016297,ChIJ7xID6EPD5zsRg7p0A8Fg_ZI,photos\localisy03973_1.jpg,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Atul water supply,"Sector 23 Rd, Vahal Gaothan, Sector 23, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,,,"supplier, food, point_of_interest, establishment",18.975486099999998,73.03299249999999,localisy016298,ChIJe2MLU-TD5zsRtb1Wz2rfuiM,,,,,,Food & Restaurants,Water Can Suppliers,Ulwe
Bharti Multispeciality Hospital,"First floor, appartment, plot no- 59, Anmol Sankalp, west, sector no- 5, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8006861111,4.9,917,"hospital, dental_clinic, doctor, medical_clinic, health, point_of_interest, service, establishment",18.9802158,73.0251818,localisy016299,ChIJX_nvVnfD5zsR2rgqLX3MWQU,photos\localisy03975_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
SHREE SIDDHIVINAYAK HOSPITAL AND CRITICAL CARE ULWE,"Banjara Hills CHS, 1st Floor Plot, No. 3A, Sector 19B, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7977228754,4.8,277,"hospital, health, point_of_interest, service, establishment",18.9719007,73.02587869999999,localisy016300,ChIJ4T16fqHD5zsRJmHk9p5NnLg,photos\localisy03976_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
The Millennium Multispecialty Hospital,"4,5, Nms Icon, Sector 19, Ulwe, Navi Mumbai, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9004070463,4.5,821,"hospital, doctor, health, point_of_interest, service, establishment",18.9743945,73.0278677,localisy016301,ChIJHUrz3i3D5zsRvRgOmU-DUfo,photos\localisy03977_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Wish2Care Multi-speciality Hospital,"Q Hospital, Shop no 1,2,3, Mega Ista building, Plot no 41, Sector 17, Ulwe, Kharkopar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.4,50,"hospital, health, point_of_interest, service, establishment",18.964548699999998,73.0191504,localisy016302,ChIJU6b1DwDD5zsRWSqPy7t1dzs,photos\localisy03978_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Om sai hospital,"171, Dr Abdul Kalam Rd, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8693838111,4.8,822,"hospital, health, point_of_interest, service, establishment",18.971922600000003,73.0270677,localisy016303,ChIJizGRbTDD5zsR6udLNGO2LWk,photos\localisy03979_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Galaxy Multispecialty Hospital,"Galaxy Hospital,shop no.101 to 106, Nms Icon, plot no.194, Sector 19, Ulwe, Navi Mumbai, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9987879092,4.5,697,"hospital, health, point_of_interest, service, establishment",18.9741872,73.02748710000002,localisy016304,ChIJR39gwIHD5zsRbVqaXcg8W3c,photos\localisy03980_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Ulwe Superspeciality Hospital,"Shree Ameya Krupa, Plot no. 60, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8928728479,4.6,137,"hospital, medical_center, doctor, medical_clinic, health, point_of_interest, service, establishment",18.973446199999998,73.03005999999999,localisy016305,ChIJRdHkVPjD5zsR6mSPP-BgQng,photos\localisy03981_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
SAMARTH HOSPITAL,"SHREE SAMARTH KRUPA, PLOT NO.67, Sector-10/B, NODE, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,5,78,"hospital, health, point_of_interest, service, establishment",18.970029099999998,73.0115872,localisy016306,ChIJr0Ni4HPD5zsRqS2U81oW6xA,,,,,,Health & Medical,Hospitals,Ulwe
Reigner Hospital,"REIGNER HOSPITAL, PLOT 82, Vahal Gaothan, Ulwe, Wahal, Navi Mumbai, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8652571501,4.7,168,"hospital, health, point_of_interest, service, establishment",18.974649,73.0356795,localisy016307,ChIJ881fBF_D5zsRZ4PygqET9Rc,photos\localisy10371_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Q Hospitals,"Q Hospital, Shop no 1,2,3, Plot no, 41, Mega Ista building, Sector 17, Ulwe, Kharkopar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8691010086,4.7,183,"hospital, doctor, medical_clinic, health, point_of_interest, service, establishment",18.964548699999998,73.0191504,localisy016308,ChIJfSOZSCPD5zsRj3-ZPDUnWMU,photos\localisy03984_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Wellness Hospital,"Shop No.- 8, Ground and 1st Floor, Shankar Harmony, Plot no - 222, Sector 23, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9987870406,4.8,79,"hospital, health, point_of_interest, service, establishment",18.9772936,73.0315754,localisy016309,ChIJI3mg5LHD5zsRjz_JJ6_e788,photos\localisy03985_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Balaji Hospital,"Ground Floor And First Floor Plot Number 84, Star Paradise, near Canara Bank, Sector 5, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9222129291,4.5,540,"hospital, doctor, health, point_of_interest, service, establishment",18.978524699999998,73.0252936,localisy016310,ChIJiVIWeTzD5zsRT3P6Lh6ImDM,photos\localisy03986_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Feenixx Hospital,"Shyamsheth Tower, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8097090308,4.4,322,"hospital, health, point_of_interest, service, establishment",18.9742471,73.0306104,localisy016311,ChIJhWpeaSXD5zsRr52fbcdKAhQ,photos\localisy03987_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Unity Hospital,"Vijaai building, plot no -101, near Reliance SMART Point, Sector 9, Ulwe, Navi Mumbai, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8591221001,4.6,99,"hospital, health, point_of_interest, service, establishment",18.9698053,73.0181341,localisy016312,ChIJhRTZ3abD5zsRd64jGfkfYWY,photos\localisy03988_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Dr Aditi Sawant Varma - Obstetrician & Gynecologist in Ulwe,"Bharti Multispeciality Hospital, 1st floor, Anmol Sankalp, Apartment, Sector 5, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.9,438,"doctor, hospital, medical_clinic, health, point_of_interest, service, establishment",18.9800049,73.0254599,localisy016313,ChIJN0OIyA3D5zsRjrRfRLVIkJo,photos\localisy03989_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
"DR RAHUL VARMA - Diabetes Specialist, Thyroid Doctor Ulwe, General Physician in Ulwe, Best Diabetologist in Navi Mumbai","1st Floor, W, Bharti Hospital, Anmol Sankalp, Plot No 59, Apartment, Sector 5, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9967257207,4.9,550,"doctor, hospital, medical_clinic, health, point_of_interest, service, establishment",18.9803584,73.0251234,localisy016314,ChIJR0k86bfD5zsRqxbHx3D7ZGU,photos\localisy03990_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Gracewell Hospital ulwe,"Ground Floor, X27F+V69 Tulip Empire, Plot No.249C, near Sardarji Kitchen, Sector 17, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8591352021,5,27,"hospital, health, point_of_interest, service, establishment",18.964965499999998,73.02315209999999,localisy016315,ChIJcxVIBADD5zsR6jXhkPhglnc,photos\localisy03992_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
Medilife Hospital,"Shop Number 1 to 4, Sai Regency, Plot Number 192, opposite रॅडक्लिफ शाळा, Sector 20, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9594639999,4.4,85,"doctor, hospital, health, point_of_interest, service, establishment",18.9777228,73.0276707,localisy016316,ChIJ0SdXQzvD5zsRcvXTApIE8Vo,photos\localisy03993_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
"Magnus Hospital, Laparoscopy and IVF Test Tube Baby Centre","First Floor, Innovative Building, Plot No. B-48, opposite Croma and KFC, above Subway, Sector 19B, Ulwe, Kharkopar, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8097369972,4.9,160,"hospital, health, point_of_interest, service, establishment",18.970135199999998,73.02284039999999,localisy016317,ChIJUXYcxnbD5zsRfhf1caKn6r4,photos\localisy03994_1.jpg,,,,,Health & Medical,Hospitals,Ulwe
